value,count,pourc_occup,nom_sci,Observateur
18,110,0.3492063492063492,Euscorpius tergestinus,Enna
19,3,0.009523809523809525,Euscorpius tergestinus,Enna
16,159,0.5047619047619047,Zerynthia polyxena,Enna
18,149,0.473015873015873,Zerynthia polyxena,Enna
19,7,0.022222222222222223,Zerynthia polyxena,Enna
16,146,0.4694533762057878,Leptopus marmoratus,Enna
18,162,0.5209003215434084,Leptopus marmoratus,Enna
19,3,0.00964630225080386,Leptopus marmoratus,Enna
16,3,0.009584664536741214,Dolichopoda azami,Enna
17,200,0.6389776357827476,Dolichopoda azami,Enna
18,53,0.16932907348242812,Dolichopoda azami,Enna
19,57,0.18210862619808307,Dolichopoda azami,Enna
6,35,0.1111111111111111,Erynnis tages,Enna
16,64,0.20317460317460317,Erynnis tages,Enna
18,209,0.6634920634920635,Erynnis tages,Enna
19,7,0.022222222222222223,Erynnis tages,Enna
16,258,0.8269230769230769,Boloria euphrosyne,Enna
17,4,0.01282051282051282,Boloria euphrosyne,Enna
18,47,0.15064102564102563,Boloria euphrosyne,Enna
19,3,0.009615384615384616,Boloria euphrosyne,Enna
16,75,0.23809523809523808,Eriogaster catax,Enna
17,3,0.009523809523809525,Eriogaster catax,Enna
18,134,0.4253968253968254,Eriogaster catax,Enna
19,103,0.326984126984127,Eriogaster catax,Enna
16,56,0.17834394904458598,Eriogaster lanestris,Enna
17,3,0.009554140127388535,Eriogaster lanestris,Enna
18,162,0.5159235668789809,Eriogaster lanestris,Enna
19,93,0.2961783439490446,Eriogaster lanestris,Enna
16,258,0.8269230769230769,Diacrisia purpura,Enna
17,4,0.01282051282051282,Diacrisia purpura,Enna
18,47,0.15064102564102563,Diacrisia purpura,Enna
19,3,0.009615384615384616,Diacrisia purpura,Enna
16,56,0.17834394904458598,Cyrba algerina,Enna
17,3,0.009554140127388535,Cyrba algerina,Enna
18,162,0.5159235668789809,Cyrba algerina,Enna
19,93,0.2961783439490446,Cyrba algerina,Enna
16,128,0.40764331210191085,Polyommatus icarus,Enna
18,178,0.5668789808917197,Polyommatus icarus,Enna
19,8,0.025477707006369428,Polyommatus icarus,Enna
16,128,0.40764331210191085,Aricia agestis,Enna
18,178,0.5668789808917197,Aricia agestis,Enna
19,8,0.025477707006369428,Aricia agestis,Enna
16,128,0.40764331210191085,Cyaniris semiargus,Enna
18,178,0.5668789808917197,Cyaniris semiargus,Enna
19,8,0.025477707006369428,Cyaniris semiargus,Enna
2,4,0.012698412698412698,Vanessa cardui,Enna
9,1,0.0031746031746031746,Vanessa cardui,Enna
16,86,0.273015873015873,Vanessa cardui,Enna
18,137,0.43492063492063493,Vanessa cardui,Enna
19,71,0.2253968253968254,Vanessa cardui,Enna
20,1,0.0031746031746031746,Vanessa cardui,Enna
21,15,0.047619047619047616,Vanessa cardui,Enna
2,2,0.006309148264984227,Oxythyrea funesta,Enna
17,1,0.0031545741324921135,Oxythyrea funesta,Enna
18,176,0.555205047318612,Oxythyrea funesta,Enna
19,134,0.4227129337539432,Oxythyrea funesta,Enna
21,4,0.012618296529968454,Oxythyrea funesta,Enna
16,74,0.23492063492063492,Spialia sertorius,Enna
17,25,0.07936507936507936,Spialia sertorius,Enna
18,113,0.35873015873015873,Spialia sertorius,Enna
19,39,0.12380952380952381,Spialia sertorius,Enna
20,53,0.16825396825396827,Spialia sertorius,Enna
21,11,0.03492063492063492,Spialia sertorius,Enna
16,74,0.23492063492063492,Glomeris esterelana,Enna
17,25,0.07936507936507936,Glomeris esterelana,Enna
18,113,0.35873015873015873,Glomeris esterelana,Enna
19,39,0.12380952380952381,Glomeris esterelana,Enna
20,53,0.16825396825396827,Glomeris esterelana,Enna
21,11,0.03492063492063492,Glomeris esterelana,Enna
16,12,0.0380952380952381,Prionotropis azami,Enna
17,30,0.09523809523809523,Prionotropis azami,Enna
18,48,0.1523809523809524,Prionotropis azami,Enna
19,225,0.7142857142857143,Prionotropis azami,Enna
16,12,0.0380952380952381,Arcyptera kheili,Enna
17,30,0.09523809523809523,Arcyptera kheili,Enna
18,48,0.1523809523809524,Arcyptera kheili,Enna
19,225,0.7142857142857143,Arcyptera kheili,Enna
16,4,0.012658227848101266,Saga pedo,Enna
18,178,0.5632911392405063,Saga pedo,Enna
19,134,0.4240506329113924,Saga pedo,Enna
16,7,0.022082018927444796,Zerynthia rumina,Enna
18,160,0.5047318611987381,Zerynthia rumina,Enna
19,150,0.47318611987381703,Zerynthia rumina,Enna
3,4,0.012779552715654952,Arima marginata,Enna
15,37,0.1182108626198083,Arima marginata,Enna
18,269,0.8594249201277955,Arima marginata,Enna
19,3,0.009584664536741214,Arima marginata,Enna
6,2,0.00641025641025641,Gryllus campestris,Enna
15,4,0.01282051282051282,Gryllus campestris,Enna
16,51,0.16346153846153846,Gryllus campestris,Enna
17,1,0.003205128205128205,Gryllus campestris,Enna
18,199,0.6378205128205128,Gryllus campestris,Enna
19,55,0.1762820512820513,Gryllus campestris,Enna
6,2,0.00641025641025641,Tettigometra sulphurea,Enna
15,4,0.01282051282051282,Tettigometra sulphurea,Enna
16,51,0.16346153846153846,Tettigometra sulphurea,Enna
17,1,0.003205128205128205,Tettigometra sulphurea,Enna
18,199,0.6378205128205128,Tettigometra sulphurea,Enna
19,55,0.1762820512820513,Tettigometra sulphurea,Enna
6,2,0.00641025641025641,Arenocoris waltlii,Enna
15,4,0.01282051282051282,Arenocoris waltlii,Enna
16,51,0.16346153846153846,Arenocoris waltlii,Enna
17,1,0.003205128205128205,Arenocoris waltlii,Enna
18,199,0.6378205128205128,Arenocoris waltlii,Enna
19,55,0.1762820512820513,Arenocoris waltlii,Enna
6,2,0.00641025641025641,Staria lunata,Enna
15,4,0.01282051282051282,Staria lunata,Enna
16,51,0.16346153846153846,Staria lunata,Enna
17,1,0.003205128205128205,Staria lunata,Enna
18,199,0.6378205128205128,Staria lunata,Enna
19,55,0.1762820512820513,Staria lunata,Enna
2,32,0.10158730158730159,Buthus occitanus,Enna
3,9,0.02857142857142857,Buthus occitanus,Enna
16,119,0.37777777777777777,Buthus occitanus,Enna
17,14,0.044444444444444446,Buthus occitanus,Enna
18,90,0.2857142857142857,Buthus occitanus,Enna
19,50,0.15873015873015872,Buthus occitanus,Enna
20,1,0.0031746031746031746,Buthus occitanus,Enna
15,35,0.11146496815286625,Eurrhypis guttulalis,Enna
16,137,0.43630573248407645,Eurrhypis guttulalis,Enna
17,3,0.009554140127388535,Eurrhypis guttulalis,Enna
18,84,0.267515923566879,Eurrhypis guttulalis,Enna
19,55,0.1751592356687898,Eurrhypis guttulalis,Enna
2,28,0.08917197452229299,Minucia lunaris,Enna
16,13,0.041401273885350316,Minucia lunaris,Enna
17,15,0.04777070063694268,Minucia lunaris,Enna
18,75,0.23885350318471338,Minucia lunaris,Enna
19,183,0.5828025477707006,Minucia lunaris,Enna
15,52,0.16613418530351437,Melitaea didyma,Enna
16,99,0.31629392971246006,Melitaea didyma,Enna
17,5,0.01597444089456869,Melitaea didyma,Enna
18,110,0.3514376996805112,Melitaea didyma,Enna
19,43,0.13738019169329074,Melitaea didyma,Enna
20,4,0.012779552715654952,Melitaea didyma,Enna
2,32,0.10191082802547771,Ectobius lapponicus,Enna
3,10,0.03184713375796178,Ectobius lapponicus,Enna
16,113,0.35987261146496813,Ectobius lapponicus,Enna
17,9,0.028662420382165606,Ectobius lapponicus,Enna
18,88,0.2802547770700637,Ectobius lapponicus,Enna
19,61,0.1942675159235669,Ectobius lapponicus,Enna
20,1,0.0031847133757961785,Ectobius lapponicus,Enna
16,226,0.7151898734177216,Callophrys avis,Enna
17,36,0.11392405063291139,Callophrys avis,Enna
18,15,0.04746835443037975,Callophrys avis,Enna
19,39,0.12341772151898735,Callophrys avis,Enna
2,8,0.025559105431309903,Euphydryas aurinia,Enna
3,5,0.01597444089456869,Euphydryas aurinia,Enna
15,157,0.5015974440894568,Euphydryas aurinia,Enna
16,1,0.003194888178913738,Euphydryas aurinia,Enna
17,53,0.16932907348242812,Euphydryas aurinia,Enna
18,20,0.06389776357827476,Euphydryas aurinia,Enna
19,67,0.21405750798722045,Euphydryas aurinia,Enna
20,2,0.006389776357827476,Euphydryas aurinia,Enna
2,8,0.025559105431309903,Lysandra bellargus,Enna
3,5,0.01597444089456869,Lysandra bellargus,Enna
15,157,0.5015974440894568,Lysandra bellargus,Enna
16,1,0.003194888178913738,Lysandra bellargus,Enna
17,53,0.16932907348242812,Lysandra bellargus,Enna
18,20,0.06389776357827476,Lysandra bellargus,Enna
19,67,0.21405750798722045,Lysandra bellargus,Enna
20,2,0.006389776357827476,Lysandra bellargus,Enna
2,8,0.025396825396825397,Tettigonia viridissima,Enna
3,8,0.025396825396825397,Tettigonia viridissima,Enna
15,98,0.3111111111111111,Tettigonia viridissima,Enna
16,2,0.006349206349206349,Tettigonia viridissima,Enna
17,112,0.35555555555555557,Tettigonia viridissima,Enna
18,28,0.08888888888888889,Tettigonia viridissima,Enna
19,59,0.1873015873015873,Tettigonia viridissima,Enna
16,226,0.7151898734177216,Codophila varia,Enna
17,36,0.11392405063291139,Codophila varia,Enna
18,15,0.04746835443037975,Codophila varia,Enna
19,39,0.12341772151898735,Codophila varia,Enna
2,11,0.03492063492063492,Anthaxia hungarica,Enna
3,1,0.0031746031746031746,Anthaxia hungarica,Enna
15,110,0.3492063492063492,Anthaxia hungarica,Enna
17,103,0.326984126984127,Anthaxia hungarica,Enna
18,20,0.06349206349206349,Anthaxia hungarica,Enna
19,69,0.21904761904761905,Anthaxia hungarica,Enna
20,1,0.0031746031746031746,Anthaxia hungarica,Enna
2,1,0.0031545741324921135,Trichodes alvearius,Enna
16,9,0.028391167192429023,Trichodes alvearius,Enna
17,248,0.7823343848580442,Trichodes alvearius,Enna
18,5,0.015772870662460567,Trichodes alvearius,Enna
19,54,0.17034700315457413,Trichodes alvearius,Enna
16,226,0.7151898734177216,Pachyxyphus lineellus,Enna
17,36,0.11392405063291139,Pachyxyphus lineellus,Enna
18,15,0.04746835443037975,Pachyxyphus lineellus,Enna
19,39,0.12341772151898735,Pachyxyphus lineellus,Enna
16,7,0.022222222222222223,Zygaena lavandulae,Enna
17,236,0.7492063492063492,Zygaena lavandulae,Enna
18,16,0.050793650793650794,Zygaena lavandulae,Enna
19,56,0.17777777777777778,Zygaena lavandulae,Enna
16,1,0.0031545741324921135,Zygaena rhadamantus,Enna
17,229,0.722397476340694,Zygaena rhadamantus,Enna
18,21,0.06624605678233439,Zygaena rhadamantus,Enna
19,66,0.2082018927444795,Zygaena rhadamantus,Enna
2,8,0.02531645569620253,Misumena vatia,Enna
17,287,0.9082278481012658,Misumena vatia,Enna
18,14,0.04430379746835443,Misumena vatia,Enna
19,7,0.022151898734177215,Misumena vatia,Enna
17,307,0.9871382636655949,Hister quadrimaculatus,Enna
18,4,0.012861736334405145,Hister quadrimaculatus,Enna
17,307,0.9871382636655949,Tychius cinnamomeus,Enna
18,4,0.012861736334405145,Tychius cinnamomeus,Enna
17,307,0.9871382636655949,Sciocoris maculatus,Enna
18,4,0.012861736334405145,Sciocoris maculatus,Enna
16,5,0.015822784810126583,Dicranocephalus agilis,Enna
17,304,0.9620253164556962,Dicranocephalus agilis,Enna
18,1,0.0031645569620253164,Dicranocephalus agilis,Enna
19,6,0.0189873417721519,Dicranocephalus agilis,Enna
16,5,0.015822784810126583,Camptopus lateralis,Enna
17,304,0.9620253164556962,Camptopus lateralis,Enna
18,1,0.0031645569620253164,Camptopus lateralis,Enna
19,6,0.0189873417721519,Camptopus lateralis,Enna
2,6,0.01910828025477707,Alopecosa albofasciata,Enna
16,113,0.35987261146496813,Alopecosa albofasciata,Enna
17,24,0.07643312101910828,Alopecosa albofasciata,Enna
18,70,0.2229299363057325,Alopecosa albofasciata,Enna
19,101,0.321656050955414,Alopecosa albofasciata,Enna
2,6,0.01910828025477707,Attelabus nitens,Enna
16,113,0.35987261146496813,Attelabus nitens,Enna
17,24,0.07643312101910828,Attelabus nitens,Enna
18,70,0.2229299363057325,Attelabus nitens,Enna
19,101,0.321656050955414,Attelabus nitens,Enna
3,1,0.003194888178913738,Colias alfacariensis,Enna
16,7,0.022364217252396165,Colias alfacariensis,Enna
17,283,0.9041533546325878,Colias alfacariensis,Enna
18,9,0.02875399361022364,Colias alfacariensis,Enna
19,13,0.04153354632587859,Colias alfacariensis,Enna
2,8,0.02572347266881029,Lygaeus equestris,Enna
3,3,0.00964630225080386,Lygaeus equestris,Enna
15,8,0.02572347266881029,Lygaeus equestris,Enna
16,25,0.08038585209003216,Lygaeus equestris,Enna
17,227,0.729903536977492,Lygaeus equestris,Enna
18,10,0.03215434083601286,Lygaeus equestris,Enna
19,30,0.09646302250803858,Lygaeus equestris,Enna
2,8,0.02572347266881029,Leptidea sinapis,Enna
3,3,0.00964630225080386,Leptidea sinapis,Enna
15,8,0.02572347266881029,Leptidea sinapis,Enna
16,25,0.08038585209003216,Leptidea sinapis,Enna
17,227,0.729903536977492,Leptidea sinapis,Enna
18,10,0.03215434083601286,Leptidea sinapis,Enna
19,30,0.09646302250803858,Leptidea sinapis,Enna
3,5,0.015873015873015872,Calamobius filum,Enna
6,1,0.0031746031746031746,Calamobius filum,Enna
13,44,0.13968253968253969,Calamobius filum,Enna
15,4,0.012698412698412698,Calamobius filum,Enna
16,107,0.3396825396825397,Calamobius filum,Enna
17,38,0.12063492063492064,Calamobius filum,Enna
18,103,0.326984126984127,Calamobius filum,Enna
19,13,0.04126984126984127,Calamobius filum,Enna
2,8,0.02572347266881029,Omia cyclopea,Enna
3,3,0.00964630225080386,Omia cyclopea,Enna
15,8,0.02572347266881029,Omia cyclopea,Enna
16,25,0.08038585209003216,Omia cyclopea,Enna
17,227,0.729903536977492,Omia cyclopea,Enna
18,10,0.03215434083601286,Omia cyclopea,Enna
19,30,0.09646302250803858,Omia cyclopea,Enna
2,11,0.03514376996805112,Bombylella atra,Enna
3,6,0.019169329073482427,Bombylella atra,Enna
16,26,0.08306709265175719,Bombylella atra,Enna
17,4,0.012779552715654952,Bombylella atra,Enna
18,247,0.7891373801916933,Bombylella atra,Enna
19,18,0.05750798722044728,Bombylella atra,Enna
21,1,0.003194888178913738,Bombylella atra,Enna
2,3,0.009584664536741214,Malacosoma franconica,Enna
16,5,0.01597444089456869,Malacosoma franconica,Enna
17,107,0.34185303514376997,Malacosoma franconica,Enna
18,26,0.08306709265175719,Malacosoma franconica,Enna
19,172,0.549520766773163,Malacosoma franconica,Enna
2,2,0.006349206349206349,Eurrhypis pollinalis,Enna
17,136,0.43174603174603177,Eurrhypis pollinalis,Enna
18,37,0.11746031746031746,Eurrhypis pollinalis,Enna
19,140,0.4444444444444444,Eurrhypis pollinalis,Enna
17,70,0.22364217252396165,Scolitantides orion,Enna
18,87,0.2779552715654952,Scolitantides orion,Enna
19,120,0.38338658146964855,Scolitantides orion,Enna
23,36,0.11501597444089456,Scolitantides orion,Enna
17,70,0.22364217252396165,Lycaena alciphron,Enna
18,87,0.2779552715654952,Lycaena alciphron,Enna
19,120,0.38338658146964855,Lycaena alciphron,Enna
23,36,0.11501597444089456,Lycaena alciphron,Enna
16,81,0.2563291139240506,Cupido minimus,Enna
17,16,0.05063291139240506,Cupido minimus,Enna
18,141,0.4462025316455696,Cupido minimus,Enna
19,78,0.2468354430379747,Cupido minimus,Enna
16,124,0.3974358974358974,Libelloides lacteus,Enna
18,178,0.5705128205128205,Libelloides lacteus,Enna
19,10,0.03205128205128205,Libelloides lacteus,Enna
16,124,0.3974358974358974,Rhynocoris erythropus,Enna
18,178,0.5705128205128205,Rhynocoris erythropus,Enna
19,10,0.03205128205128205,Rhynocoris erythropus,Enna
9,12,0.038338658146964855,Ornatoraphidia flavilabris,Enna
15,17,0.054313099041533544,Ornatoraphidia flavilabris,Enna
16,45,0.14376996805111822,Ornatoraphidia flavilabris,Enna
17,66,0.2108626198083067,Ornatoraphidia flavilabris,Enna
18,155,0.4952076677316294,Ornatoraphidia flavilabris,Enna
19,18,0.05750798722044728,Ornatoraphidia flavilabris,Enna
16,14,0.04416403785488959,Acontia lucida,Enna
18,225,0.7097791798107256,Acontia lucida,Enna
19,78,0.24605678233438485,Acontia lucida,Enna
16,37,0.1189710610932476,Melanargia occitanica,Enna
18,251,0.8070739549839229,Melanargia occitanica,Enna
19,23,0.07395498392282958,Melanargia occitanica,Enna
16,37,0.1189710610932476,Cercopis sanguinolenta,Enna
18,251,0.8070739549839229,Cercopis sanguinolenta,Enna
19,23,0.07395498392282958,Cercopis sanguinolenta,Enna
16,37,0.1189710610932476,Cetonia aurata,Enna
18,251,0.8070739549839229,Cetonia aurata,Enna
19,23,0.07395498392282958,Cetonia aurata,Enna
16,105,0.33653846153846156,Olethreutes arcuella,Enna
17,12,0.038461538461538464,Olethreutes arcuella,Enna
18,130,0.4166666666666667,Olethreutes arcuella,Enna
19,65,0.20833333333333334,Olethreutes arcuella,Enna
16,105,0.33653846153846156,Aelia rostrata,Enna
17,12,0.038461538461538464,Aelia rostrata,Enna
18,130,0.4166666666666667,Aelia rostrata,Enna
19,65,0.20833333333333334,Aelia rostrata,Enna
16,44,0.13924050632911392,Zicrona caerulea,Enna
17,121,0.3829113924050633,Zicrona caerulea,Enna
18,96,0.3037974683544304,Zicrona caerulea,Enna
19,55,0.17405063291139242,Zicrona caerulea,Enna
16,44,0.13924050632911392,Eucidia mi,Enna
17,121,0.3829113924050633,Eucidia mi,Enna
18,96,0.3037974683544304,Eucidia mi,Enna
19,55,0.17405063291139242,Eucidia mi,Enna
16,44,0.13924050632911392,Euclidia glyphica,Enna
17,121,0.3829113924050633,Euclidia glyphica,Enna
18,96,0.3037974683544304,Euclidia glyphica,Enna
19,55,0.17405063291139242,Euclidia glyphica,Enna
2,1,0.003194888178913738,Dorycera grandis,Enna
3,15,0.04792332268370607,Dorycera grandis,Enna
4,1,0.003194888178913738,Dorycera grandis,Enna
15,1,0.003194888178913738,Dorycera grandis,Enna
17,9,0.02875399361022364,Dorycera grandis,Enna
18,7,0.022364217252396165,Dorycera grandis,Enna
19,277,0.8849840255591054,Dorycera grandis,Enna
23,2,0.006389776357827476,Dorycera grandis,Enna
3,5,0.016129032258064516,Ischnura elegans,Enna
18,10,0.03225806451612903,Ischnura elegans,Enna
19,122,0.3935483870967742,Ischnura elegans,Enna
23,173,0.5580645161290323,Ischnura elegans,Enna
3,5,0.016129032258064516,Drasterius bimaculatus,Enna
18,10,0.03225806451612903,Drasterius bimaculatus,Enna
19,122,0.3935483870967742,Drasterius bimaculatus,Enna
23,173,0.5580645161290323,Drasterius bimaculatus,Enna
17,8,0.025396825396825397,Velia rivulorum,Enna
18,7,0.022222222222222223,Velia rivulorum,Enna
19,300,0.9523809523809523,Velia rivulorum,Enna
2,1,0.003215434083601286,Tropidotilla litoralis,Enna
3,3,0.00964630225080386,Tropidotilla litoralis,Enna
15,1,0.003215434083601286,Tropidotilla litoralis,Enna
18,2,0.006430868167202572,Tropidotilla litoralis,Enna
19,304,0.977491961414791,Tropidotilla litoralis,Enna
3,7,0.022151898734177215,Libellula quadrimaculata,Enna
15,5,0.015822784810126583,Libellula quadrimaculata,Enna
16,19,0.060126582278481014,Libellula quadrimaculata,Enna
17,11,0.03481012658227848,Libellula quadrimaculata,Enna
18,14,0.04430379746835443,Libellula quadrimaculata,Enna
19,213,0.6740506329113924,Libellula quadrimaculata,Enna
23,47,0.14873417721518986,Libellula quadrimaculata,Enna
16,19,0.06070287539936102,Nymphalis antiopa,Enna
17,11,0.03514376996805112,Nymphalis antiopa,Enna
18,13,0.04153354632587859,Nymphalis antiopa,Enna
19,208,0.6645367412140575,Nymphalis antiopa,Enna
23,62,0.19808306709265175,Nymphalis antiopa,Enna
16,19,0.060897435897435896,Cercopis vulnerata,Enna
17,11,0.035256410256410256,Cercopis vulnerata,Enna
18,13,0.041666666666666664,Cercopis vulnerata,Enna
19,213,0.6826923076923077,Cercopis vulnerata,Enna
23,56,0.1794871794871795,Cercopis vulnerata,Enna
16,19,0.060897435897435896,Coenagrion puella,Enna
17,11,0.035256410256410256,Coenagrion puella,Enna
18,13,0.041666666666666664,Coenagrion puella,Enna
19,213,0.6826923076923077,Coenagrion puella,Enna
23,56,0.1794871794871795,Coenagrion puella,Enna
3,7,0.022082018927444796,Paratettix meridionalis,Enna
15,5,0.015772870662460567,Paratettix meridionalis,Enna
16,18,0.056782334384858045,Paratettix meridionalis,Enna
17,11,0.03470031545741325,Paratettix meridionalis,Enna
18,13,0.04100946372239748,Paratettix meridionalis,Enna
19,230,0.7255520504731862,Paratettix meridionalis,Enna
23,33,0.10410094637223975,Paratettix meridionalis,Enna
3,7,0.022222222222222223,Attagenus trifasciatus,Enna
15,5,0.015873015873015872,Attagenus trifasciatus,Enna
18,2,0.006349206349206349,Attagenus trifasciatus,Enna
19,301,0.9555555555555556,Attagenus trifasciatus,Enna
2,35,0.11182108626198083,Halyomorpha halys,Enna
17,143,0.45686900958466453,Halyomorpha halys,Enna
18,77,0.24600638977635783,Halyomorpha halys,Enna
19,58,0.1853035143769968,Halyomorpha halys,Enna
2,3,0.009584664536741214,Cupido osiris,Enna
6,37,0.1182108626198083,Cupido osiris,Enna
15,34,0.10862619808306709,Cupido osiris,Enna
16,1,0.003194888178913738,Cupido osiris,Enna
17,53,0.16932907348242812,Cupido osiris,Enna
18,118,0.3769968051118211,Cupido osiris,Enna
19,67,0.21405750798722045,Cupido osiris,Enna
17,9,0.028481012658227847,Melitaea phoebe,Enna
18,305,0.9651898734177216,Melitaea phoebe,Enna
19,2,0.006329113924050633,Melitaea phoebe,Enna
3,6,0.019230769230769232,Holcostethus sphacelatus,Enna
15,2,0.00641025641025641,Holcostethus sphacelatus,Enna
16,18,0.057692307692307696,Holcostethus sphacelatus,Enna
18,1,0.003205128205128205,Holcostethus sphacelatus,Enna
19,186,0.5961538461538461,Holcostethus sphacelatus,Enna
20,99,0.3173076923076923,Holcostethus sphacelatus,Enna
2,16,0.050793650793650794,Trichius gallicus,Enna
3,22,0.06984126984126984,Trichius gallicus,Enna
15,1,0.0031746031746031746,Trichius gallicus,Enna
16,1,0.0031746031746031746,Trichius gallicus,Enna
17,272,0.8634920634920635,Trichius gallicus,Enna
18,1,0.0031746031746031746,Trichius gallicus,Enna
19,2,0.006349206349206349,Trichius gallicus,Enna
2,4,0.012658227848101266,Capsodes flavomarginatus,Enna
16,36,0.11392405063291139,Capsodes flavomarginatus,Enna
17,271,0.8575949367088608,Capsodes flavomarginatus,Enna
18,1,0.0031645569620253164,Capsodes flavomarginatus,Enna
19,4,0.012658227848101266,Capsodes flavomarginatus,Enna
2,4,0.012658227848101266,Hadrodemus m-flavum,Enna
16,36,0.11392405063291139,Hadrodemus m-flavum,Enna
17,271,0.8575949367088608,Hadrodemus m-flavum,Enna
18,1,0.0031645569620253164,Hadrodemus m-flavum,Enna
19,4,0.012658227848101266,Hadrodemus m-flavum,Enna
16,66,0.2108626198083067,Barbitistes fischeri,Enna
17,211,0.6741214057507987,Barbitistes fischeri,Enna
19,36,0.11501597444089456,Barbitistes fischeri,Enna
17,93,0.2971246006389776,Chrysanthia viridissima,Enna
18,3,0.009584664536741214,Chrysanthia viridissima,Enna
19,217,0.6932907348242812,Chrysanthia viridissima,Enna
17,93,0.2971246006389776,Orthezia urticae,Enna
18,3,0.009584664536741214,Orthezia urticae,Enna
19,217,0.6932907348242812,Orthezia urticae,Enna
17,101,0.32063492063492066,Stenurella nigra,Enna
19,214,0.6793650793650794,Stenurella nigra,Enna
2,4,0.012698412698412698,Valgus hemipterus,Enna
3,15,0.047619047619047616,Valgus hemipterus,Enna
15,55,0.1746031746031746,Valgus hemipterus,Enna
17,8,0.025396825396825397,Valgus hemipterus,Enna
18,17,0.05396825396825397,Valgus hemipterus,Enna
19,216,0.6857142857142857,Valgus hemipterus,Enna
2,4,0.012698412698412698,Allygus modestus,Enna
3,15,0.047619047619047616,Allygus modestus,Enna
15,55,0.1746031746031746,Allygus modestus,Enna
17,8,0.025396825396825397,Allygus modestus,Enna
18,17,0.05396825396825397,Allygus modestus,Enna
19,216,0.6857142857142857,Allygus modestus,Enna
17,201,0.6360759493670886,Netocia morio,Enna
19,115,0.3639240506329114,Netocia morio,Enna
17,211,0.6719745222929936,Arctia villica,Enna
19,103,0.32802547770700635,Arctia villica,Enna
3,9,0.02875399361022364,Machilinus rupestris,Enna
15,1,0.003194888178913738,Machilinus rupestris,Enna
18,7,0.022364217252396165,Machilinus rupestris,Enna
19,296,0.9456869009584664,Machilinus rupestris,Enna
3,9,0.02875399361022364,Exosoma lusitanicum,Enna
15,1,0.003194888178913738,Exosoma lusitanicum,Enna
18,7,0.022364217252396165,Exosoma lusitanicum,Enna
19,296,0.9456869009584664,Exosoma lusitanicum,Enna
15,2,0.006329113924050633,Stictoleptura scutellata,Enna
17,24,0.0759493670886076,Stictoleptura scutellata,Enna
18,21,0.06645569620253164,Stictoleptura scutellata,Enna
19,269,0.8512658227848101,Stictoleptura scutellata,Enna
15,2,0.006329113924050633,Stenurella melanura,Enna
17,24,0.0759493670886076,Stenurella melanura,Enna
18,21,0.06645569620253164,Stenurella melanura,Enna
19,269,0.8512658227848101,Stenurella melanura,Enna
17,4,0.012658227848101266,Cerocoma schaefferi,Enna
18,7,0.022151898734177215,Cerocoma schaefferi,Enna
19,305,0.9651898734177216,Cerocoma schaefferi,Enna
3,5,0.015772870662460567,Anax  parthenope,Enna
16,9,0.028391167192429023,Anax  parthenope,Enna
17,55,0.17350157728706625,Anax  parthenope,Enna
18,1,0.0031545741324921135,Anax  parthenope,Enna
19,150,0.47318611987381703,Anax  parthenope,Enna
23,97,0.305993690851735,Anax  parthenope,Enna
16,13,0.04180064308681672,Velia saulii,Enna
17,218,0.7009646302250804,Velia saulii,Enna
19,80,0.2572347266881029,Velia saulii,Enna
18,236,0.7588424437299035,Lysandra hispana,Enna
19,75,0.24115755627009647,Lysandra hispana,Enna
18,236,0.7588424437299035,Zygaena loti,Enna
19,75,0.24115755627009647,Zygaena loti,Enna
16,3,0.009584664536741214,Scarabaeus laticollis,Enna
18,200,0.6389776357827476,Scarabaeus laticollis,Enna
19,110,0.3514376996805112,Scarabaeus laticollis,Enna
16,66,0.2082018927444795,Iberochloe tagis,Enna
18,222,0.7003154574132492,Iberochloe tagis,Enna
19,29,0.0914826498422713,Iberochloe tagis,Enna
16,67,0.21405750798722045,Limenitis reducta,Enna
18,124,0.3961661341853035,Limenitis reducta,Enna
19,122,0.38977635782747605,Limenitis reducta,Enna
16,5,0.015772870662460567,Arctia tigrina,Enna
18,269,0.8485804416403786,Arctia tigrina,Enna
19,43,0.13564668769716087,Arctia tigrina,Enna
16,41,0.13099041533546327,Bombylius fimbriatus,Enna
17,15,0.04792332268370607,Bombylius fimbriatus,Enna
18,173,0.5527156549520766,Bombylius fimbriatus,Enna
19,84,0.268370607028754,Bombylius fimbriatus,Enna
16,41,0.13099041533546327,Loxocnemis dentator,Enna
17,15,0.04792332268370607,Loxocnemis dentator,Enna
18,173,0.5527156549520766,Loxocnemis dentator,Enna
19,84,0.268370607028754,Loxocnemis dentator,Enna
18,257,0.8237179487179487,Sphenoptera barbarica,Enna
19,55,0.1762820512820513,Sphenoptera barbarica,Enna
16,34,0.10862619808306709,Oedemera podagrariae,Enna
18,256,0.8178913738019169,Oedemera podagrariae,Enna
19,23,0.07348242811501597,Oedemera podagrariae,Enna
16,207,0.6571428571428571,Anthaxia salicis,Enna
17,32,0.10158730158730159,Anthaxia salicis,Enna
18,57,0.18095238095238095,Anthaxia salicis,Enna
19,19,0.06031746031746032,Anthaxia salicis,Enna
2,11,0.03503184713375796,Trichodes leucopsideus,Enna
3,4,0.012738853503184714,Trichodes leucopsideus,Enna
4,1,0.0031847133757961785,Trichodes leucopsideus,Enna
